Geo_NAME,Geo_QName,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_PLACECE,SE_T001_001,SE_T002_002,SE_T002_001,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T014_018,SE_T014_019,SE_T014_020,SE_T014_021,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T041_001,SE_T041_002,SE_T041_003,SE_T041_004,SE_T041_005,SE_T041_006,SE_T041_007,SE_T041_008,SE_T041_009,SE_T041_010,SE_T041_011,SE_T041_012,SE_T041_013,SE_T041_014,SE_T041_015,SE_T041_016,SE_T041_017,SE_T041_018,SE_T041_019,SE_T041_020,SE_T041_021,SE_T041_022,SE_T041_023,SE_T041_024,SE_T041_025,SE_T041_026,SE_T043_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,SE_T099_009,SE_T099_010,SE_T099_011,SE_T099_012,SE_T099_013,SE_T110_001,SE_T110_002,SE_T110_003,SE_T110_004,SE_T110_005,SE_T111_001,SE_T111_002,SE_T111_003,SE_T111_004,SE_T111_005
"Long Meadow CDP","Long Meadow CDP, Maryland","160","00","3","5","240593","24","0593",5594,5594,881.932850742635,6.34288653074841,5594,5594,5594,0,0,0,0,5594,5563,5418,57,7,81,0,31,20,0,4,2,5,5594,5581,13,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4625,2671,6,2665,2183,46,85,113,49,61,46,82,71,135,70,98,118,89,82,92,77,79,73,90,100,183,168,84,41,51,38369,5340,5149,5030,33,0,86,0,191,173,0,18,0,0,5594,5467,127,83,44,127,6,60,14,47
"Luke town","Luke town, Maryland","160","00","3","5","240595","24","0595",184,184,664.655218967922,0.276835259468384,176,0,0,0,176,0,176,184,164,164,0,0,0,0,20,20,0,0,0,0,176,164,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,138,33,0,33,67,4,5,1,12,11,8,2,2,4,0,0,0,1,2,1,0,3,2,3,2,2,2,0,0,0,17656,176,158,158,0,0,0,0,18,18,0,0,0,0,176,165,11,8,3,11,3,0,0,8
"Lutherville-Timonium CDP","Lutherville-Timonium CDP, Maryland","160","00","3","5","240597","24","0597",16442,16442,2211.84141152028,7.43362517509734,16442,16442,16442,0,0,0,0,16442,16188,15117,227,7,834,3,254,214,1,0,16,23,16442,16196,246,44,25,7,170,28,7,0,0,0,0,0,7,37,6,0,6,25,98,14014,8473,11,8462,6489,115,154,141,166,181,140,179,170,228,172,161,250,199,163,189,240,131,145,437,335,835,940,389,149,280,51265,15875,15441,14495,115,8,783,40,434,320,17,0,97,0,16442,15006,1436,836,600,1436,430,398,310,298
"Manchester town","Manchester town, Maryland","160","00","3","5","240600","24","0600",2810,2810,1463.77037007241,1.91970001405412,2837,2837,0,2837,0,0,0,2810,2807,2762,17,7,20,1,3,3,0,0,0,0,2837,2830,7,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2038,1472,0,1472,993,30,63,23,23,37,32,49,48,54,23,37,37,54,35,49,48,41,34,62,55,120,30,0,2,7,36875,2774,2620,2579,21,14,6,0,154,144,2,0,8,0,2837,2812,25,19,6,25,6,2,2,15
"Marbury CDP","Marbury CDP, Maryland","160","00","3","5","240603","24","0603",1244,1244,298.881732096475,4.16218144640052,1187,0,0,0,1187,44,1143,1244,1230,806,403,19,2,0,14,8,3,0,0,3,1187,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,611,5,606,374,33,9,11,0,6,21,17,13,0,6,22,14,31,11,7,6,27,11,23,22,39,38,7,0,0,38409,1179,1042,789,253,0,0,0,137,12,125,0,0,0,1187,1180,7,7,0,7,0,0,7,0
"Mardela Springs town","Mardela Springs town, Maryland","160","00","3","5","240605","24","0605",360,360,995.086104589114,0.361777737966354,338,0,0,0,338,0,338,360,357,353,4,0,0,0,3,3,0,0,0,0,338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,176,0,176,128,4,12,7,10,8,3,11,5,5,4,16,8,5,0,2,5,0,2,9,2,3,3,2,0,2,27000,332,314,314,0,0,0,0,18,18,0,0,0,0,338,336,2,2,0,2,0,0,0,2
"Marlow Heights CDP","Marlow Heights CDP, Maryland","160","00","3","5","240607","24","0607",5885,5885,2848.45437862082,2.06603273837562,5885,5885,5885,0,0,0,0,5885,5772,1126,4522,12,106,6,113,24,34,0,2,53,5885,5788,97,0,38,14,45,0,0,0,0,0,0,0,0,14,5,0,0,9,31,4514,3575,28,3547,2202,38,59,34,44,49,79,74,115,137,76,152,57,149,102,84,108,107,63,122,113,201,126,93,15,5,38431,5879,5614,1115,4332,22,72,73,265,35,218,0,12,0,5885,5676,209,99,110,209,98,69,16,26
"Marlton CDP","Marlton CDP, Maryland","160","00","3","5","240608","24","0608",5523,5523,922.038399123373,5.98998914280684,5523,5523,5523,0,0,0,0,5523,5374,4236,1040,21,77,0,149,92,13,0,6,38,5523,5323,200,54,53,0,93,0,27,0,27,0,0,0,0,66,0,15,8,43,0,4227,3447,214,3233,1880,8,6,0,0,0,6,0,18,52,18,58,77,44,24,52,75,87,111,140,117,342,414,124,32,75,61555,5518,5493,4269,1048,19,85,72,25,20,5,0,0,0,5523,5333,190,138,52,190,43,49,44,54
"Martin's Additions village","Martin's Additions village, Maryland","160","00","3","5","240609","24","0609",846,846,6406.81242105263,0.132046943846844,846,846,846,0,0,0,0,846,831,805,12,0,14,0,15,8,0,0,0,7,846,833,13,6,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,4,661,468,4,464,307,0,2,2,0,3,2,3,8,0,2,0,5,9,4,15,6,13,2,11,6,33,70,38,26,47,82636,846,833,815,4,0,11,3,13,10,0,0,3,0,846,765,81,34,47,81,40,11,3,27
"Marydel town","Marydel town, Maryland","160","00","3","5","240610","24","0610",143,143,2272.19806134969,0.0629346545234959,157,0,0,0,157,0,157,143,140,131,3,0,6,0,3,2,0,0,0,1,157,154,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,51,0,51,51,9,4,3,2,3,9,1,2,0,7,0,3,0,1,0,0,0,0,2,0,5,0,0,0,0,18750,155,103,100,0,0,0,3,52,52,0,0,0,0,157,147,10,7,3,10,3,0,2,5
"Maryland City CDP","Maryland City CDP, Maryland","160","00","3","5","240611","24","0611",6813,6813,2593.79512626782,2.62665309646222,6813,6813,6813,0,0,0,0,6813,6587,5364,1022,17,180,4,226,125,17,2,1,81,6813,6605,208,58,25,0,125,0,25,0,25,0,0,0,0,6,6,0,0,0,94,5326,4383,288,4095,2501,28,83,47,27,31,100,118,80,138,105,146,91,108,122,126,78,115,55,142,187,285,217,50,13,9,40526,6719,6504,5329,969,11,148,47,215,178,4,0,33,0,6813,6509,304,168,136,304,118,109,26,51
"Mayo CDP","Mayo CDP, Maryland","160","00","3","5","240613","24","0613",2537,2537,1001.03588604509,2.53437467663943,2495,2495,2495,0,0,0,0,2537,2518,2425,71,12,10,0,19,17,0,0,0,2,2495,2473,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1960,1434,0,1434,921,25,48,46,9,8,17,14,0,28,14,49,0,16,42,64,7,49,66,72,65,86,104,50,17,25,48428,2495,2423,2292,131,0,0,0,72,72,0,0,0,0,2495,2441,54,28,26,54,0,13,26,15
"Mays Chapel CDP","Mays Chapel CDP, Maryland","160","00","3","5","240614","24","0614",10132,10132,2699.49165888283,3.7532992430853,10132,10132,10132,0,0,0,0,10132,10004,9431,85,4,482,2,128,113,1,0,2,12,10132,9946,186,14,46,37,89,0,33,0,0,33,0,0,0,49,0,0,33,16,7,8100,5727,0,5727,4121,41,64,46,48,107,59,65,81,93,59,87,122,133,110,91,127,98,91,251,250,523,755,354,152,314,60848,10125,9968,9360,88,22,484,14,157,157,0,0,0,0,10132,9431,701,476,225,701,273,210,72,146
"Middle River CDP","Middle River CDP, Maryland","160","00","3","5","240615","24","0615",24616,24616,3172.6869673053,7.75872320643957,24616,24616,24616,0,0,0,0,24616,24449,22779,1282,97,283,8,167,123,8,5,6,25,24616,24530,86,21,31,6,28,0,10,0,10,0,0,0,0,0,0,0,0,0,18,18855,12886,14,12872,9394,416,741,338,389,368,355,551,413,529,459,462,417,475,409,500,309,257,278,454,355,659,196,64,0,0,30747,24408,22035,20692,956,125,201,61,2373,2080,283,10,0,0,24616,24221,395,226,169,395,103,80,93,119
"Middletown town","Middletown town, Maryland","160","00","3","5","240620","24","0620",1834,1834,1818.54440735069,1.0084988810759,1815,0,0,0,1815,0,1815,1834,1826,1812,9,1,4,0,8,5,0,0,2,1,1815,1813,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1412,1020,0,1020,708,9,29,11,28,21,39,24,17,34,19,27,28,30,33,31,29,18,33,34,50,87,36,35,4,2,40403,1801,1753,1747,4,0,2,0,48,46,2,0,0,0,1815,1799,16,6,10,16,5,0,5,6
"Midland town","Midland town, Maryland","160","00","3","5","240625","24","0625",574,574,3046.42031147541,0.188417861395497,577,0,0,0,577,8,569,574,564,559,0,1,4,0,10,10,0,0,0,0,577,565,12,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,449,282,0,282,224,19,36,10,16,19,7,15,0,11,17,9,5,13,5,9,0,11,6,5,9,0,2,0,0,0,20833,567,509,503,0,0,6,0,58,58,0,0,0,0,577,575,2,0,2,2,2,0,0,0
"Milford Mill CDP","Milford Mill CDP, Maryland","160","00","3","5","240627","24","0627",22547,22547,3232.21671755134,6.97570799555828,22547,22547,22547,0,0,0,0,22547,22262,8093,13747,59,328,35,285,118,96,2,12,57,22547,22263,284,47,78,45,114,0,0,0,0,0,0,0,0,72,17,0,40,15,42,17719,13510,27,13483,9003,344,338,230,246,215,330,438,320,378,433,640,355,501,427,423,317,348,292,434,387,967,443,113,65,19,36170,22084,20693,7490,12647,92,313,151,1391,409,949,0,33,0,22547,21188,1359,609,750,1359,590,389,107,273
"Millington town","Millington town, Maryland","160","00","3","5","240630","24","0630",409,409,1273.20323557692,0.321237009592322,364,0,0,0,364,0,364,409,401,367,34,0,0,0,8,8,0,0,0,0,364,346,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,195,0,195,153,11,18,9,11,14,4,11,1,10,6,7,0,5,3,2,4,4,5,3,4,6,4,5,2,4,22159,356,308,289,19,0,0,0,48,45,3,0,0,0,364,355,9,4,5,9,0,0,9,0
"Mitchellville CDP","Mitchellville CDP, Maryland","160","00","3","5","240631","24","0631",12593,12593,1170.23855921926,10.7610537191678,12593,12593,12593,0,0,0,0,12593,12360,3340,8450,32,517,21,233,88,65,0,21,59,12593,12388,205,82,10,6,107,0,19,0,0,0,12,7,0,42,9,0,5,28,46,9642,7698,126,7572,4118,36,29,22,15,43,45,56,21,33,39,52,58,109,77,180,115,132,96,275,275,762,933,441,163,111,65809,12379,12214,3170,8379,49,538,78,165,47,118,0,0,0,12593,11677,916,546,370,916,250,407,171,88
"Montgomery Village CDP","Montgomery Village CDP, Maryland","160","00","3","5","240632","24","0632",32315,32315,4991.38014193702,6.47416127024527,32315,32315,32315,0,0,0,0,32315,29952,24194,3558,94,2060,46,2363,1229,103,12,59,960,32315,29953,2362,130,210,103,1919,11,871,116,222,33,17,473,10,731,170,32,174,355,306,24786,20220,215,20005,12303,119,184,143,172,207,219,247,289,408,360,338,396,567,416,553,465,487,446,938,782,1815,1578,575,264,335,50647,32244,31040,24769,3309,77,2052,833,1204,725,348,14,59,58,32315,26921,5394,1728,3666,5394,3325,1208,481,380
"Morningside town","Morningside town, Maryland","160","00","3","5","240635","24","0635",930,930,2807.32965034965,0.331275666142083,930,930,930,0,0,0,0,930,901,688,193,15,4,1,29,9,9,0,1,10,930,903,27,5,8,1,13,0,4,0,0,2,2,0,0,0,0,0,0,0,9,724,523,10,513,318,12,5,9,9,14,3,10,6,8,27,9,12,7,11,19,7,18,11,23,25,50,19,4,0,0,42237,929,894,660,201,19,4,10,35,28,2,2,3,0,930,890,40,25,15,40,14,10,4,12
"Mount Aetna CDP","Mount Aetna CDP, Maryland","160","00","3","5","240638","24","0638",3608,3608,859.201609415226,4.19924725519964,3608,3608,3608,0,0,0,0,3608,3559,3377,141,1,38,2,49,38,5,0,0,6,3608,3516,92,43,16,0,33,0,0,0,0,0,0,0,0,33,0,0,0,33,0,2867,2055,56,1999,1552,58,131,46,41,47,27,46,117,89,103,82,89,94,55,44,32,92,38,93,15,106,62,34,11,0,32165,3605,3376,3196,144,0,19,17,229,216,13,0,0,0,3608,3566,42,38,4,42,0,8,19,15
"Mountain Lake Park town","Mountain Lake Park town, Maryland","160","00","3","5","240640","24","0640",1938,1938,1334.94594255319,1.4517441779653,1941,0,0,0,1941,6,1935,1938,1931,1920,2,0,9,0,7,7,0,0,0,0,1941,1929,12,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1476,840,1,839,714,45,106,49,41,44,45,52,42,40,22,31,16,18,19,33,9,11,23,19,4,21,20,4,0,0,21298,1836,1576,1572,0,0,4,0,260,260,0,0,0,0,1941,1938,3,2,1,3,0,0,1,2
"Mount Airy town","Mount Airy town, Maryland","160","00","3","5","240645","24","0645",3730,3730,1314.01730685528,2.83862319053216,3644,3644,0,3644,0,0,0,3730,3685,3554,87,12,29,3,45,27,0,1,0,17,3644,3619,25,0,0,0,25,0,0,0,0,0,0,0,0,25,12,0,13,0,0,2609,2193,9,2184,1295,39,53,0,33,35,19,11,36,65,29,59,57,37,27,59,91,64,61,105,68,210,53,38,24,22,44931,3637,3548,3389,88,58,0,13,89,89,0,0,0,0,3644,3625,19,6,13,19,13,0,6,0
"Mount Rainier city","Mount Rainier city, Maryland","160","00","3","5","240650","24","0650",7954,7954,12182.5928752218,0.652898777909396,7954,7954,7954,0,0,0,0,7954,7151,2562,4321,20,229,19,803,261,94,2,32,414,7954,7197,757,87,140,27,503,0,302,32,12,0,0,258,0,34,5,8,0,21,167,6490,5119,38,5081,3493,236,178,198,122,201,111,268,142,194,58,249,184,106,131,127,122,101,19,195,113,239,150,41,8,0,30387,7947,7091,2493,4045,6,174,373,856,330,379,0,87,60,7954,6612,1342,357,985,1342,858,264,164,56
"Myersville town","Myersville town, Maryland","160","00","3","5","240660","24","0660",464,464,741.366090067859,0.625871625660042,450,0,0,0,450,0,450,464,463,461,0,2,0,0,1,1,0,0,0,0,450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,267,2,265,180,7,10,8,2,9,5,9,7,11,4,7,15,4,10,4,11,7,10,6,7,14,10,0,3,0,34333,450,437,437,0,0,0,0,13,13,0,0,0,0,450,448,2,2,0,2,0,2,0,0
"Naval Academy CDP","Naval Academy CDP, Maryland","160","00","3","5","240662","24","0662",5420,5420,9789.21545327755,0.553670518936767,5420,5420,5420,0,0,0,0,5420,5125,4539,321,32,224,9,295,172,10,0,17,96,5420,5132,288,66,56,10,156,0,46,4,0,16,18,0,8,67,31,12,14,10,43,4964,4739,4457,282,354,0,8,0,13,9,3,34,11,12,18,32,0,19,32,9,0,18,13,46,15,24,32,6,0,0,38906,1110,1055,922,88,0,39,6,55,41,14,0,0,0,5420,5206,214,109,105,214,113,87,14,0
"New Carrollton city","New Carrollton city, Maryland","160","00","3","5","240663","24","0663",12002,12002,7903.64504856344,1.51853985423871,12002,12002,12002,0,0,0,0,12002,11630,5318,5488,20,791,13,372,169,69,2,18,114,12002,11535,467,153,151,9,154,0,55,52,0,0,3,0,0,57,18,5,0,34,42,9515,7560,50,7510,4524,109,60,98,32,141,135,210,179,221,173,213,133,208,181,204,106,119,189,357,253,581,439,128,34,21,42071,11991,11483,5297,5232,35,747,172,508,136,299,0,62,11,12002,10038,1964,675,1289,1964,1164,482,211,107
"New Market town","New Market town, Maryland","160","00","3","5","240665","24","0665",328,328,544.910881334189,0.601933290810614,338,0,0,0,338,0,338,328,326,294,27,4,0,1,2,2,0,0,0,0,338,336,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,263,185,0,185,129,6,3,8,0,3,7,3,4,4,6,8,5,8,3,11,3,2,3,8,3,23,4,2,0,2,37344,335,313,305,6,0,0,2,22,20,2,0,0,0,338,334,4,2,2,4,2,0,0,2
"New Windsor town","New Windsor town, Maryland","160","00","3","5","240670","24","0670",757,757,1405.46302222222,0.538612534112127,712,0,0,0,712,0,712,757,756,734,21,1,0,0,1,1,0,0,0,0,712,709,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,535,378,0,378,254,11,9,31,7,16,12,2,8,8,4,15,15,7,6,15,12,7,11,10,10,30,2,4,2,0,33167,698,599,576,23,0,0,0,99,94,5,0,0,0,712,705,7,5,2,7,0,0,5,2
"North Beach town","North Beach town, Maryland","160","00","3","5","240675","24","0675",1173,1173,4072.46102412869,0.288032222543116,1157,0,0,0,1157,0,1157,1173,1158,1091,58,7,2,0,15,10,4,1,0,0,1157,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,616,0,616,463,22,51,26,36,13,0,0,13,44,0,27,26,32,26,35,0,2,0,37,10,30,24,9,0,0,32454,1157,1069,1016,53,0,0,0,88,63,17,8,0,0,1157,1144,13,0,13,13,0,0,13,0
"North Bethesda CDP","North Bethesda CDP, Maryland","160","00","3","5","240677","24","0677",29656,29656,3984.67960821747,7.44250552512212,29666,29666,29666,0,0,0,0,29656,27394,23786,1100,66,2399,43,2262,1530,51,10,33,638,29666,27520,2146,186,82,165,1713,5,690,38,52,200,7,393,0,690,64,46,198,382,328,25636,18723,161,18562,13228,316,295,314,187,284,203,404,294,413,272,423,334,447,300,464,371,374,445,771,582,1557,1677,1117,519,865,52948,28736,27453,23760,932,23,2123,615,1283,785,116,0,296,86,29666,22359,7307,2423,4884,7307,4266,1184,630,1227
"North Brentwood town","North Brentwood town, Maryland","160","00","3","5","240680","24","0680",512,512,5119.97627799228,0.10000046332261,528,528,528,0,0,0,0,512,502,27,466,3,6,0,10,6,4,0,0,0,528,519,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,251,0,251,172,16,12,15,7,11,2,11,3,8,3,12,0,6,4,2,9,7,0,6,9,13,16,0,0,0,28333,513,453,34,415,3,1,0,60,4,54,0,2,0,528,527,1,1,0,1,1,0,0,0
"North East town","North East town, Maryland","160","00","3","5","240690","24","0690",1913,1913,2054.1654411277,0.931278446077742,1913,0,0,0,1913,4,1909,1913,1901,1833,65,3,0,0,12,9,0,0,0,3,1913,1888,25,2,12,0,11,0,0,0,0,0,0,0,0,7,0,0,0,7,4,1502,1047,4,1043,811,23,75,38,33,46,36,52,40,23,46,63,42,44,33,46,22,13,15,33,17,33,24,9,5,0,29647,1902,1732,1692,34,4,0,2,170,151,19,0,0,0,1913,1895,18,14,4,18,4,0,0,14
"North Kensington CDP","North Kensington CDP, Maryland","160","00","3","5","240691","24","0691",8607,8607,5589.77600702106,1.5397754738632,8607,8607,8607,0,0,0,0,8607,7828,6527,722,14,551,14,779,485,26,2,11,255,8607,7929,678,105,84,35,454,0,151,0,0,63,0,88,0,212,25,16,32,139,91,7202,5119,54,5065,3328,67,90,59,88,60,39,94,71,117,81,121,53,118,140,110,83,125,102,194,256,580,436,127,54,63,51091,8434,7966,6586,718,12,447,203,468,303,14,0,105,46,8607,7080,1527,629,898,1527,642,345,262,278
"North Laurel CDP","North Laurel CDP, Maryland","160","00","3","5","240692","24","0692",15008,15008,1465.98302485386,10.2374991698803,15008,15008,15008,0,0,0,0,15008,14676,12968,1113,32,552,11,332,242,17,1,6,66,15008,14585,423,83,112,23,205,0,0,0,0,0,0,0,0,118,12,81,0,25,87,11259,9647,143,9504,5611,48,93,82,25,124,88,135,134,198,157,228,210,262,190,305,247,183,199,459,384,804,729,230,55,42,48712,14906,14566,12839,1082,32,531,82,340,317,23,0,0,0,15008,14313,695,335,360,695,196,343,100,56
"North Potomac CDP","North Potomac CDP, Maryland","160","00","3","5","240693","24","0693",18456,18456,3060.42758998655,6.03052987118087,18456,18456,18456,0,0,0,0,18456,17697,13896,782,27,2966,26,759,560,17,9,6,167,18456,17712,744,137,78,88,441,0,49,15,5,5,10,14,0,306,50,43,116,97,86,12528,10030,59,9971,5582,54,41,9,25,13,27,28,83,105,122,80,53,135,99,161,149,220,94,252,312,799,1344,693,264,420,73367,18435,17956,14194,766,0,2852,144,479,321,34,0,118,6,18456,14998,3458,1619,1839,3458,1479,1307,464,208
"Oakland town","Oakland town, Maryland","160","00","3","5","240700","24","0700",1741,1741,1003.8221522707,1.73437097005855,1741,0,0,0,1741,23,1718,1741,1729,1707,10,5,7,0,12,12,0,0,0,0,1741,1734,7,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1416,776,0,776,713,65,89,36,33,61,35,33,33,24,19,37,23,14,14,32,22,26,21,13,12,35,17,14,0,5,22841,1572,1321,1312,0,9,0,0,251,251,0,0,0,0,1741,1732,9,7,2,9,2,0,0,7
"Oakland CDP","Oakland CDP, Maryland","160","00","3","5","240703","24","0703",2078,2078,627.125968771848,3.31352886577081,2146,0,0,0,2146,39,2107,2078,2067,2048,9,0,10,0,11,10,0,0,0,1,2146,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,1261,0,1261,709,22,8,13,28,0,16,12,12,28,26,31,5,15,38,50,23,19,22,36,42,93,98,42,0,30,48466,2127,2105,2075,18,0,12,0,22,22,0,0,0,0,2146,2112,34,13,21,34,13,0,14,7
"Ocean City town","Ocean City town, Maryland","160","00","3","5","240705","24","0705",5146,5146,1121.89210841751,4.58689383889037,5074,5074,0,5074,0,0,0,5146,5097,4910,129,22,35,1,49,46,0,1,1,1,5074,5058,16,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4587,2882,0,2882,2707,143,221,215,120,126,129,206,149,116,90,153,114,73,104,130,67,44,22,56,69,136,68,64,21,71,25959,5043,4564,4372,113,33,46,0,479,449,30,0,0,0,5074,4941,133,133,0,133,0,27,9,97
"Ocean Pines CDP","Ocean Pines CDP, Maryland","160","00","3","5","240707","24","0707",4251,4251,647.382782854119,6.56643969006806,4251,4251,0,4251,0,0,0,4251,4217,4098,79,4,32,4,34,32,0,0,0,2,4251,4239,12,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3457,2109,0,2109,1716,10,55,30,39,51,62,72,62,56,57,141,75,135,36,109,70,122,32,71,49,146,109,73,29,25,38403,4246,4100,4031,57,0,12,0,146,146,0,0,0,0,4251,4196,55,43,12,55,12,0,12,31
"Odenton CDP","Odenton CDP, Maryland","160","00","3","5","240710","24","0710",12833,12833,957.764919574676,13.3989037787048,12833,12833,12833,0,0,0,0,12833,12523,10624,1546,41,300,12,310,150,12,3,23,122,12833,12545,288,39,125,7,117,0,74,0,0,0,74,0,0,9,0,0,0,9,34,9819,7540,269,7271,4176,42,89,64,95,119,71,127,135,136,145,160,95,162,141,158,144,233,136,296,283,624,545,148,28,0,47200,12769,12425,10470,1506,38,310,101,344,287,12,0,4,41,12833,12224,609,396,213,609,172,87,128,222
"Olney CDP","Olney CDP, Maryland","160","00","3","5","240725","24","0725",23019,23019,2533.20304958572,9.08691468840782,23019,23019,23019,0,0,0,0,23019,22207,19518,1475,57,1148,9,812,602,18,1,16,175,23019,22224,795,72,129,112,482,3,34,34,0,0,0,0,0,255,77,0,124,54,190,16559,13562,97,13465,7124,17,18,54,24,68,12,117,69,66,104,175,116,103,132,246,126,208,241,473,427,1376,1578,731,361,282,67218,22977,22734,20015,1395,26,1162,136,243,124,93,0,14,12,23019,21199,1820,842,978,1820,574,495,485,266
"Overlea CDP","Overlea CDP, Maryland","160","00","3","5","240735","24","0735",12137,12137,3934.7458200025,3.08457027600128,12137,12137,12137,0,0,0,0,12137,12043,11653,272,12,106,0,94,64,4,0,6,20,12137,12070,67,24,25,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9935,6833,15,6818,4770,111,165,126,185,180,162,192,122,233,214,240,317,269,151,190,159,186,163,235,262,491,316,68,18,15,36283,12080,11734,11356,259,28,70,21,346,335,11,0,0,0,12137,11803,334,158,176,334,84,41,74,135
"Owings Mills CDP","Owings Mills CDP, Maryland","160","00","3","5","240740","24","0740",9474,9474,986.077250924289,9.60776652247037,9474,9474,9474,0,0,0,0,9474,9353,7123,2032,32,155,11,121,62,26,0,4,29,9474,9358,116,26,17,0,73,6,0,0,0,0,0,0,0,37,19,0,0,18,30,7665,5640,11,5629,3872,133,138,214,112,185,157,214,102,257,204,289,114,211,137,151,90,122,152,289,131,268,137,33,6,26,31903,8837,8184,6401,1681,29,41,32,653,489,164,0,0,0,9474,9048,426,179,247,426,219,55,49,103
"Oxford town","Oxford town, Maryland","160","00","3","5","240745","24","0745",699,699,1693.54687745557,0.412743225065135,726,0,0,0,726,0,726,699,699,620,78,1,0,0,0,0,0,0,0,0,726,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,343,0,343,355,5,25,12,15,23,9,21,21,11,13,14,29,15,11,9,14,5,4,6,13,11,30,9,5,25,33233,726,703,645,56,2,0,0,23,9,14,0,0,0,726,718,8,2,6,8,0,0,4,4
"Oxon Hill-Glassmanor CDP","Oxon Hill-Glassmanor CDP, Maryland","160","00","3","5","240747","24","0747",35794,35794,4067.1242639291,8.80081297673966,35794,35794,35794,0,0,0,0,35794,35120,6363,27678,112,947,20,674,143,191,8,64,268,35794,35190,604,56,71,33,444,0,239,6,0,33,79,83,38,59,13,0,20,26,146,27250,21728,435,21293,12942,471,214,160,150,365,574,691,464,645,574,840,448,584,472,700,413,555,306,725,680,1445,1070,211,129,56,39041,35477,33113,6100,25749,133,910,221,2364,384,1908,7,41,24,35794,34128,1666,877,789,1666,664,465,283,254
"Palmer Park CDP","Palmer Park CDP, Maryland","160","00","3","5","240748","24","0748",7019,7019,9633.8769326974,0.728574804207587,7019,7019,7019,0,0,0,0,7019,6988,137,6788,26,28,9,31,5,13,0,0,13,7019,6937,82,8,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4940,3607,21,3586,2121,133,69,53,80,51,53,105,100,147,142,106,113,68,70,66,77,115,69,99,123,212,48,22,0,0,32976,6954,5958,175,5740,3,26,14,996,0,996,0,0,0,7019,6872,147,108,39,147,58,44,41,4
"Parkville CDP","Parkville CDP, Maryland","160","00","3","5","240750","24","0750",31617,31617,7466.73206856934,4.2343825531238,31617,31617,31617,0,0,0,0,31617,31224,26688,3939,47,540,10,393,249,76,0,7,61,31617,31056,561,40,169,0,352,103,13,0,13,0,0,0,0,95,62,0,17,16,141,25960,17221,40,17181,12977,416,853,381,404,527,479,714,579,697,478,740,743,641,540,589,415,380,465,597,660,1016,471,148,28,16,33242,31109,29293,25656,3098,25,441,73,1816,938,844,8,26,0,31617,30261,1356,630,726,1356,503,378,173,302
